dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,20,worker,sorry at facebook,To correct the company preference for the job role
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,21,recruiter,Designers all really low for me,To inform about the limitations of designer roles
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,22,recruiter,Anything else work? Sales is good any company,To inquire about other job preferences
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,23,worker,how about engineer at facebook or google?,To propose alternative job roles
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,24,recruiter,Fb engineer works..a bit higher,To confirm the availability of an alternative job role
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,25,worker,fb engineer it is,To accept the proposed job role
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,0,worker,hi,Initiate conversation
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,1,recruiter,hello,Acknowledge greeting
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,2,recruiter,what kind of job are you looking for?,Inquire about job preferences
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,3,worker,I'm flexible on salary and position but I need high vacation days and to work in Sydney,Express flexibility in job aspects but specify non-negotiable requirements
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,4,worker,What kinds of positions would be best for you,Seek information on suitable positions
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,5,recruiter,how about manager or sales at facebook,Suggest potential job positions
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,6,recruiter,"i really can't do sydney though, is there any chance you could do tokyo?",Propose an alternative location and inquire about its feasibility
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,7,worker,The only way I could make Tokyo work is if you max out salary and vacation,State conditions under which the alternative location is acceptable
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,8,worker,"You get the position and workplace you want, I get the vacation and salary I need",Clarify negotiation terms and desired outcome
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,9,worker,There's no way I can do that. I could do that salary and vacation in Sydeney but that's the only way,Reiterate non-negotiable conditions and emphasize location preference
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,10,worker,And that's quite unfair\,Express dissatisfaction with the proposed terms
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,11,recruiter,"ok, ill give you 5 holidays",Offer a compromise on vacation days
ji,9539cec8-1d6e-11e9-9672-6c96cfdf0295,12,worker,This is the best I can do,Indicate finality in negotiation stance
ji,95affdb4-1d6e-11e9-898e-6c96cfdf0295,0,recruiter,hello,Initiate conversation
ji,95affdb4-1d6e-11e9-898e-6c96cfdf0295,1,recruiter,apple and facebook are hot right now,Express interest in Apple and Facebook
ji,95affdb4-1d6e-11e9-898e-6c96cfdf0295,2,worker,"Hi, we have flexible positions at Facebook with good salaries",Inform about job opportunities at Facebook
ji,95affdb4-1d6e-11e9-898e-6c96cfdf0295,3,worker,Are you an engineer or into sales?,Inquire about recruiter's professional background
ji,95affdb4-1d6e-11e9-898e-6c96cfdf0295,4,recruiter,Designer or manager at apple,Express interest in specific roles at Apple
ji,95affdb4-1d6e-11e9-898e-6c96cfdf0295,5,worker,I'm a talented Engineer and would love to work for Facebook,Express desire to work for Facebook as an engineer
ji,95affdb4-1d6e-11e9-898e-6c96cfdf0295,6,worker,Designer is good too,Show openness to designer role
ji,95affdb4-1d6e-11e9-898e-6c96cfdf0295,7,recruiter,in tokyo,Provide location information for the job
ji,95affdb4-1d6e-11e9-898e-6c96cfdf0295,8,worker,I'd need a good salary though,Express need for a good salary
ji,95affdb4-1d6e-11e9-898e-6c96cfdf0295,9,worker,That's fine,Agree to the location or conditions
ji,90d0d9e4-1d6e-11e9-9ff2-6c96cfdf0295,0,worker,What are you looking to receive?,To inquire about the recruiter's needs or expectations
ji,90d0d9e4-1d6e-11e9-9ff2-6c96cfdf0295,1,worker,Hi,To initiate the conversation
ji,90d0d9e4-1d6e-11e9-9ff2-6c96cfdf0295,2,recruiter,We have some jobs in engineering and design,To inform the worker about available job opportunities
ji,90d0d9e4-1d6e-11e9-9ff2-6c96cfdf0295,3,worker,I want to be an engineer,To express a desire to work as an engineer
ji,90d0d9e4-1d6e-11e9-9ff2-6c96cfdf0295,4,recruiter,in beijing or seoul,To offer location options for the job opportunities
ji,90d0d9e4-1d6e-11e9-9ff2-6c96cfdf0295,5,worker,Seoul,To specify a preference for the job location
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,0,worker,hey! how are you?,To greet the recruiter and initiate a friendly conversation.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,1,worker,i hope we can find something great for both of us!,To express hope for a mutually beneficial outcome.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,2,recruiter,I am doing great. and you?,To respond to the greeting and inquire about the worker's well-being.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,3,recruiter,I hope so too,To express agreement and shared hope for a positive outcome.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,4,worker,Do you have a manager at amazon?,To inquire about the recruiter's connections at Amazon.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,5,recruiter,Let me see..,To indicate checking for available positions or connections.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,6,worker,or an engineer at amazon ?,To clarify or expand the inquiry about connections at Amazon.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,7,recruiter,Amazon Manager is open,To inform the worker about the availability of a manager position at Amazon.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,8,worker,sweet,To express satisfaction or approval of the available position.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,9,recruiter,Do you have a city preference?,To inquire about the worker's location preference.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,10,worker,Do you have seoul available?,To express a preference for a position in Seoul.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,11,recruiter,Mine would be Sydney,To share a personal preference for Sydney.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,12,recruiter,Seoul is workable I think,To indicate that Seoul is a possible option.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,13,worker,let's do it,To agree to proceed with the Seoul option.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,14,worker,we can do sydeny if you want,To offer flexibility by considering Sydney if preferred by the recruiter.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,15,worker,whats more important to you,To inquire about the recruiter's priorities.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,16,worker,holiday or salary,To specify the options for the recruiter's priorities.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,17,recruiter,Salary is of higher importance to this recruiter.,To express a preference for salary over holiday.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,18,worker,me too,To express agreement with the recruiter's preference.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,19,recruiter,OK,To acknowledge the agreement.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,20,recruiter,So we have Amazon Manager in Sydney?,To confirm the position and location being discussed.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,21,recruiter,That would probably net you a decent salary,To suggest that the position would offer a good salary.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,22,worker,Sydney is a few lower than seoul,To compare the salary potential between Sydney and Seoul.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,23,worker,what salary can you do?,To inquire about the specific salary offer.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,24,recruiter,OK,To acknowledge the inquiry.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,25,recruiter,At least 49,To provide a minimum salary figure.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,26,recruiter,*40,To correct the previous salary figure.
ji,92701576-1d6e-11e9-aa87-6c96cfdf0295,27,worker,"i'll propose something, tell me how many points it gives you and we can go from there?",To propose a negotiation strategy and seek feedback.
ji,8d3e5810-1d6e-11e9-86d6-6c96cfdf0295,0,recruiter,"Hi, how are you?",To initiate the conversation and establish rapport.
ji,8d3e5810-1d6e-11e9-86d6-6c96cfdf0295,1,worker,HI!!! how are you today? I'm good.   I'm looking for a designer job,To reciprocate the greeting and express interest in a designer job.
ji,8d3e5810-1d6e-11e9-86d6-6c96cfdf0295,2,recruiter,I have designer positions open at Amazon and Facebook in Tokyo and Sydney.,To inform the worker about available job positions and locations.
ji,8d3e5810-1d6e-11e9-86d6-6c96cfdf0295,3,worker,"I can do Amazon in Tokyo but I need 5 days at 33/hr. minimum, sorry",To express willingness to work at Amazon in Tokyo and state salary and availability requirements.
ji,8d3e5810-1d6e-11e9-86d6-6c96cfdf0295,4,recruiter,"I can offer your requested salary, but I can only offer 3 days.",To negotiate by agreeing to the salary but offering fewer days than requested.
ji,8d3e5810-1d6e-11e9-86d6-6c96cfdf0295,5,worker,or I can 4 days at 44/hr,To propose an alternative work schedule and rate.
ji,8d3e5810-1d6e-11e9-86d6-6c96cfdf0295,6,recruiter,Hello? Are you willing to compromise?,To seek confirmation on the worker's willingness to negotiate further.
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,0,worker,hello,Initiate conversation
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,1,recruiter,Hey I have a nice job in Seoul!!!,Express excitement and introduce a job opportunity
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,2,worker,can I get a designer at Google?,Inquire about a specific job position at Google
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,3,recruiter,Would you be interested in becoming a designer for Google?,Clarify and confirm interest in the Google designer position
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,4,recruiter,Yeah totally!,Affirm the possibility of the Google position
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,5,worker,cool,Express approval or interest
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,6,recruiter,how about 31 per hour?,Propose an hourly rate for the job
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,7,recruiter,meet me in the middle,Encourage negotiation or compromise
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,8,worker,33,Counteroffer with a higher hourly rate
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,9,recruiter,32?,Make a counteroffer closer to the worker's proposal
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,10,worker,deal,Agree to the proposed terms
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,11,recruiter,any way you can do 3 weekly holiday instead?,Propose a change in holiday terms
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,12,recruiter,its really a great deal!,Emphasize the value of the offer
ji,8b3f9380-1d6e-11e9-966c-6c96cfdf0295,13,worker,sure,Agree to the revised holiday terms
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,0,recruiter,Hello.,Initiate conversation
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,1,worker,Hi there.,Respond to greeting
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,2,recruiter,I am looking for a worker for my company in Asia.,Inform about job openings
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,3,recruiter,We have openings in Tokyo and Seoul. There are a few in Beijing as well.,Provide specific locations of job openings
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,4,worker,"Yes, I'd love to work in either Tokyo or Beijing.",Express interest in specific job locations
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,5,worker,Tokyo would be my preference.,State preference for job location
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,6,recruiter,"OK, any experience in sales or as a manager?",Inquire about worker's experience
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,7,worker,I have plenty of experience as a Manager.,Provide information about relevant experience
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,8,recruiter,Apple Tokyo has a spot open for manager. Salary is 37 with 4 paid holidays!,Inform about specific job opportunity and terms
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,9,recruiter,"Great, hopefully we can come to an agreement.",Express hope for reaching an agreement
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,10,worker,Can we do 40 as a salary?,Negotiate for higher salary
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,11,recruiter,Yes. I can make that work.,Agree to salary negotiation
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,12,worker,You changed the holiday.,Point out change in terms
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,13,worker,I'd like the original terms with 40.,Request original terms with new salary
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,14,recruiter,We would increase the holiday to 4 after your trial period.,Explain condition for holiday increase
ji,8c2ebe62-1d6e-11e9-8372-6c96cfdf0295,15,recruiter,I'll send out a new proposal with the original holiday intact.,Commit to sending a new proposal with original terms
ji,947a341e-1d6e-11e9-8903-6c96cfdf0295,0,recruiter,Hello,To initiate the conversation
ji,947a341e-1d6e-11e9-8903-6c96cfdf0295,1,worker,Hello,To acknowledge the greeting and reciprocate
ji,947a341e-1d6e-11e9-8903-6c96cfdf0295,2,recruiter,I have positions at Amazon and Apple,To inform the worker about available job positions
ji,947a341e-1d6e-11e9-8903-6c96cfdf0295,3,worker,I'd really like an Apple job in sales.,To express a preference for a job at Apple in sales
ji,947a341e-1d6e-11e9-8903-6c96cfdf0295,4,recruiter,How about in Beijing?,To propose a job location in Beijing
ji,947a341e-1d6e-11e9-8903-6c96cfdf0295,5,worker,"Yes, that will work",To agree to the proposed job location
ji,947a341e-1d6e-11e9-8903-6c96cfdf0295,6,worker,I'd give up some salary for holiday.,To express willingness to negotiate salary for more holiday time
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,0,recruiter,Hello!,Initiate conversation
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,1,worker,"Hi, how are you doing?",Engage in polite social interaction
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,2,recruiter,I am well....what position would you like to inquire about.,Inquire about the worker's interest
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,3,worker,Well I want to be a designer at Google based in Sydney,Express desire for a specific job position
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,4,recruiter,How much experience do you have?,Assess the worker's qualifications
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,5,worker,Alot but why might be that a problem?,Express confidence and question potential issues
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,6,recruiter,Not a problem....I am preparing to make you an offer.,Reassure and indicate intention to make an offer
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,7,worker,I am sorry but that offer will not be up to my standards,Express dissatisfaction with the anticipated offer
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,8,recruiter,What do you propose?,Seek a counterproposal
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,9,worker,I would think this is more fair for both of us,Propose a fairer offer
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,10,recruiter,The salary is much too high.  I could go $35,Negotiate by offering a lower salary
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,11,worker,I am sorry but the second offer is much worse than your first offer,Express dissatisfaction with the revised offer
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,12,recruiter,It is actually not much worse but thank you for your consideration...,Defend the revised offer and express gratitude
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,13,worker,"It is a slap in the face to me to even think about that, you even changed the location",Express strong dissatisfaction and highlight additional issues
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,14,recruiter,Have a good evening!,Politely end the conversation
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,15,worker,"To me is it much worse, to you maybe not",Reiterate personal dissatisfaction
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,16,recruiter,That is much much worse for me,Express personal dissatisfaction with the situation
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,17,worker,"""It is actually not much worse but thank you for your consideration...""",Mock the recruiter's previous statement
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,18,recruiter,That is my line,Point out the repetition of their own words
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,19,recruiter,I am being insulted now,Express feeling insulted
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,20,worker,"Yes it is, you insulted me and now I am just using your very own words to justify my offer",Justify their stance using the recruiter's words
ji,8b613148-1d6e-11e9-9231-6c96cfdf0295,21,recruiter,I have no justification to pay you $50 per hour,State inability to meet the worker's salary demand
ji,9108d0f6-1d6e-11e9-b0fb-6c96cfdf0295,0,recruiter,howdy,initiate conversation
ji,9108d0f6-1d6e-11e9-b0fb-6c96cfdf0295,1,worker,hello,acknowledge greeting
ji,9108d0f6-1d6e-11e9-b0fb-6c96cfdf0295,2,recruiter,give me your best to worst workplace,request information about worker's job preferences
